Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,AGE,sex
SRR20640867,RNA-Seq,50,44547500,PRJNA862285,SAMN29956745,17396051,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664007,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388417,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388417,Bone marrow,SRP388304,Bone marrow,,
SRR20640868,RNA-Seq,50,44132300,PRJNA862285,SAMN29956746,17226304,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664006,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388416,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388416,Bone marrow,SRP388304,Bone marrow,,
SRR20640869,RNA-Seq,50,47382450,PRJNA862285,SAMN29956747,18864330,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664005,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388415,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388415,Bone marrow,SRP388304,Bone marrow,,
SRR20640870,RNA-Seq,50,44943050,PRJNA862285,SAMN29956748,17841720,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664004,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388414,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388414,Bone marrow,SRP388304,Bone marrow,,
SRR20640871,RNA-Seq,50,49792450,PRJNA862285,SAMN29957126,19418622,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664003,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388389,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388389,Bone marrow,SRP388304,Bone marrow,,
SRR20640884,RNA-Seq,50,54030000,PRJNA862285,SAMN29957187,21389089,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16663990,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388328,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388328,Bone marrow,SRP388304,Bone marrow,,
SRR20640885,RNA-Seq,50,55917250,PRJNA862285,SAMN29957188,21772592,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16663989,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388327,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388327,Bone marrow,SRP388304,Bone marrow,,
SRR20640886,RNA-Seq,50,42934450,PRJNA862285,SAMN29957189,17090916,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16663988,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388326,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388326,Bone marrow,SRP388304,Bone marrow,,
SRR20640887,RNA-Seq,50,53503950,PRJNA862285,SAMN29957214,21284306,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16663987,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388301,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388301,Bone marrow,SRP388304,Bone marrow,,
SRR20640888,RNA-Seq,50,40063850,PRJNA862285,SAMN29957215,15602688,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16663986,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388300,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388300,Bone marrow,SRP388304,Bone marrow,,
SRR20640889,RNA-Seq,50,40014800,PRJNA862285,SAMN29957216,15664092,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16663985,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388299,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388299,Bone marrow,SRP388304,Bone marrow,,
SRR20640895,RNA-Seq,50,40463650,PRJNA862285,SAMN29956727,15966147,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664153,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388435,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388435,Bone marrow,SRP388304,Bone marrow,,
SRR20640896,RNA-Seq,50,44540950,PRJNA862285,SAMN29956728,17563672,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664152,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388434,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388434,Bone marrow,SRP388304,Bone marrow,,
SRR20640897,RNA-Seq,50,40190050,PRJNA862285,SAMN29956729,15943601,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664151,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388433,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388433,Bone marrow,SRP388304,Bone marrow,,
SRR20640907,RNA-Seq,50,45481000,PRJNA862285,SAMN29957116,17783982,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664141,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388399,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388399,Bone marrow,SRP388304,Bone marrow,,
SRR20640908,RNA-Seq,50,47702900,PRJNA862285,SAMN29957117,18737753,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664140,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388398,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388398,Bone marrow,SRP388304,Bone marrow,,
SRR20640909,RNA-Seq,50,54358000,PRJNA862285,SAMN29957142,21478730,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664139,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388373,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388373,Bone marrow,SRP388304,Bone marrow,,
SRR20640910,RNA-Seq,50,55907100,PRJNA862285,SAMN29957143,22090622,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664138,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388372,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388372,Bone marrow,SRP388304,Bone marrow,,
SRR20640911,RNA-Seq,50,41604350,PRJNA862285,SAMN29957144,16531528,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664137,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388371,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388371,Bone marrow,SRP388304,Bone marrow,,
SRR20640912,RNA-Seq,50,50565200,PRJNA862285,SAMN29957145,19707521,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664136,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388370,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388370,Bone marrow,SRP388304,Bone marrow,,
SRR20640913,RNA-Seq,50,54594400,PRJNA862285,SAMN29957146,21525514,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664135,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388369,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388369,Bone marrow,SRP388304,Bone marrow,,
SRR20640914,RNA-Seq,50,48114800,PRJNA862285,SAMN29957147,18642894,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664134,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388368,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388368,Bone marrow,SRP388304,Bone marrow,,
SRR20640918,RNA-Seq,50,44134050,PRJNA862285,SAMN29957167,18040712,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664130,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388348,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388348,Bone marrow,SRP388304,Bone marrow,,
SRR20640919,RNA-Seq,50,49516300,PRJNA862285,SAMN29957168,19715837,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664129,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388347,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388347,Bone marrow,SRP388304,Bone marrow,,
SRR20640920,RNA-Seq,50,43927800,PRJNA862285,SAMN29957169,17314999,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664128,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388346,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388346,Bone marrow,SRP388304,Bone marrow,,
SRR20640921,RNA-Seq,50,43966900,PRJNA862285,SAMN29957170,17132477,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664127,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388345,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388345,Bone marrow,SRP388304,Bone marrow,,
SRR20640922,RNA-Seq,50,45448400,PRJNA862285,SAMN29957171,17897841,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664126,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388344,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388344,Bone marrow,SRP388304,Bone marrow,,
SRR20640926,RNA-Seq,50,49793600,PRJNA862285,SAMN29957199,19426034,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664122,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388316,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388316,Bone marrow,SRP388304,Bone marrow,,
SRR20640927,RNA-Seq,50,56274300,PRJNA862285,SAMN29957200,21898108,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664121,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388315,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388315,Bone marrow,SRP388304,Bone marrow,,
SRR20640934,RNA-Seq,50,47724650,PRJNA862285,SAMN29957231,18754844,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664114,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388284,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388284,Bone marrow,SRP388304,Bone marrow,,
SRR20640935,RNA-Seq,50,47721750,PRJNA862285,SAMN29957232,18951760,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664113,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388283,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388283,Bone marrow,SRP388304,Bone marrow,,
SRR20640936,RNA-Seq,50,46158450,PRJNA862285,SAMN29957233,18526166,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664112,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388282,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388282,Bone marrow,SRP388304,Bone marrow,,
SRR20640937,RNA-Seq,50,43874550,PRJNA862285,SAMN29957234,17315555,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664111,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388281,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388281,Bone marrow,SRP388304,Bone marrow,,
SRR20640938,RNA-Seq,50,46543350,PRJNA862285,SAMN29957235,18528541,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664110,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388280,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388280,Bone marrow,SRP388304,Bone marrow,,
SRR20640939,RNA-Seq,50,41543800,PRJNA862285,SAMN29957236,16401460,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664109,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388279,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388279,Bone marrow,SRP388304,Bone marrow,,
SRR20640944,RNA-Seq,50,46907300,PRJNA862285,SAMN29957265,18662070,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664104,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388250,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388250,Bone marrow,SRP388304,Bone marrow,,
SRR20640945,RNA-Seq,50,40398200,PRJNA862285,SAMN29957266,16111854,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664103,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388249,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388249,Bone marrow,SRP388304,Bone marrow,,
SRR20640946,RNA-Seq,50,48192750,PRJNA862285,SAMN29957267,18927872,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664102,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388248,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388248,Bone marrow,SRP388304,Bone marrow,,
SRR20640947,RNA-Seq,50,51481600,PRJNA862285,SAMN29957268,20512305,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664101,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388247,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388247,Bone marrow,SRP388304,Bone marrow,,
SRR20640948,RNA-Seq,50,45438550,PRJNA862285,SAMN29957269,17843589,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664100,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388246,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6388246,Bone marrow,SRP388304,Bone marrow,,
SRR20640949,RNA-Seq,50,68104250,PRJNA862285,SAMN29955250,29526533,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664099,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389829,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389829,Bone marrow,SRP388304,Bone marrow,,
SRR20640950,RNA-Seq,50,50823350,PRJNA862285,SAMN29955251,22171923,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664098,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389828,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:50:00Z,1,GSM6389828,Bone marrow,SRP388304,Bone marrow,,
SRR20640951,RNA-Seq,50,73784050,PRJNA862285,SAMN29955252,32276901,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664097,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389827,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389827,Bone marrow,SRP388304,Bone marrow,,
SRR20640953,RNA-Seq,50,60848350,PRJNA862285,SAMN29955254,26434323,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664095,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389825,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389825,Bone marrow,SRP388304,Bone marrow,,
SRR20640954,RNA-Seq,50,87233350,PRJNA862285,SAMN29955255,37619265,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664094,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389824,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389824,Bone marrow,SRP388304,Bone marrow,,
SRR20640955,RNA-Seq,50,83985900,PRJNA862285,SAMN29955256,36212091,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664093,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389823,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6389823,Bone marrow,SRP388304,Bone marrow,,
